,probability_model,num_cands,num_voters,voting_method,other_vm,perc_diff
0,Impartial Culture,3,10,Split Cycle,Split Cycle,0.0
1,Impartial Culture,3,10,Split Cycle,Minimax,0.0
2,Impartial Culture,3,10,Split Cycle,Copeland,0.1402
3,Impartial Culture,3,10,Split Cycle,Plurality,0.3566
4,Impartial Culture,3,10,Split Cycle,Borda,0.25824
5,Impartial Culture,3,10,Split Cycle,Instant Runoff,0.19212
6,Impartial Culture,3,10,Split Cycle,Coombs,0.14782
7,Impartial Culture,3,10,Minimax,Split Cycle,0.0
8,Impartial Culture,3,10,Minimax,Minimax,0.0
9,Impartial Culture,3,10,Minimax,Copeland,0.1402
10,Impartial Culture,3,10,Minimax,Plurality,0.3566
11,Impartial Culture,3,10,Minimax,Borda,0.25824
12,Impartial Culture,3,10,Minimax,Instant Runoff,0.19212
13,Impartial Culture,3,10,Minimax,Coombs,0.14782
14,Impartial Culture,3,10,Copeland,Split Cycle,0.1402
15,Impartial Culture,3,10,Copeland,Minimax,0.1402
16,Impartial Culture,3,10,Copeland,Copeland,0.0
17,Impartial Culture,3,10,Copeland,Plurality,0.32408
18,Impartial Culture,3,10,Copeland,Borda,0.12324
19,Impartial Culture,3,10,Copeland,Instant Runoff,0.2111
20,Impartial Culture,3,10,Copeland,Coombs,0.15584
21,Impartial Culture,3,10,Plurality,Split Cycle,0.3566
22,Impartial Culture,3,10,Plurality,Minimax,0.3566
23,Impartial Culture,3,10,Plurality,Copeland,0.32408
24,Impartial Culture,3,10,Plurality,Plurality,0.0
25,Impartial Culture,3,10,Plurality,Borda,0.32444
26,Impartial Culture,3,10,Plurality,Instant Runoff,0.20582
27,Impartial Culture,3,10,Plurality,Coombs,0.39766
28,Impartial Culture,3,10,Borda,Split Cycle,0.25824
29,Impartial Culture,3,10,Borda,Minimax,0.25824
30,Impartial Culture,3,10,Borda,Copeland,0.12324
31,Impartial Culture,3,10,Borda,Plurality,0.32444
32,Impartial Culture,3,10,Borda,Borda,0.0
33,Impartial Culture,3,10,Borda,Instant Runoff,0.30722
34,Impartial Culture,3,10,Borda,Coombs,0.25194
35,Impartial Culture,3,10,Instant Runoff,Split Cycle,0.19212
36,Impartial Culture,3,10,Instant Runoff,Minimax,0.19212
37,Impartial Culture,3,10,Instant Runoff,Copeland,0.2111
38,Impartial Culture,3,10,Instant Runoff,Plurality,0.20582
39,Impartial Culture,3,10,Instant Runoff,Borda,0.30722
40,Impartial Culture,3,10,Instant Runoff,Instant Runoff,0.0
41,Impartial Culture,3,10,Instant Runoff,Coombs,0.28238
42,Impartial Culture,3,10,Coombs,Split Cycle,0.14782
43,Impartial Culture,3,10,Coombs,Minimax,0.14782
44,Impartial Culture,3,10,Coombs,Copeland,0.15584
45,Impartial Culture,3,10,Coombs,Plurality,0.39766
46,Impartial Culture,3,10,Coombs,Borda,0.25194
47,Impartial Culture,3,10,Coombs,Instant Runoff,0.28238
48,Impartial Culture,3,10,Coombs,Coombs,0.0
49,Impartial Culture,3,11,Split Cycle,Split Cycle,0.0
50,Impartial Culture,3,11,Split Cycle,Minimax,0.0
51,Impartial Culture,3,11,Split Cycle,Copeland,0.05354
52,Impartial Culture,3,11,Split Cycle,Plurality,0.32534
53,Impartial Culture,3,11,Split Cycle,Borda,0.16244
54,Impartial Culture,3,11,Split Cycle,Instant Runoff,0.10858
55,Impartial Culture,3,11,Split Cycle,Coombs,0.10286
56,Impartial Culture,3,11,Minimax,Split Cycle,0.0
57,Impartial Culture,3,11,Minimax,Minimax,0.0
58,Impartial Culture,3,11,Minimax,Copeland,0.05354
59,Impartial Culture,3,11,Minimax,Plurality,0.32534
60,Impartial Culture,3,11,Minimax,Borda,0.16244
61,Impartial Culture,3,11,Minimax,Instant Runoff,0.10858
62,Impartial Culture,3,11,Minimax,Coombs,0.10286
63,Impartial Culture,3,11,Copeland,Split Cycle,0.05354
64,Impartial Culture,3,11,Copeland,Minimax,0.05354
65,Impartial Culture,3,11,Copeland,Copeland,0.0
66,Impartial Culture,3,11,Copeland,Plurality,0.3443
67,Impartial Culture,3,11,Copeland,Borda,0.17502
68,Impartial Culture,3,11,Copeland,Instant Runoff,0.11742
69,Impartial Culture,3,11,Copeland,Coombs,0.11348
70,Impartial Culture,3,11,Plurality,Split Cycle,0.32534
71,Impartial Culture,3,11,Plurality,Minimax,0.32534
72,Impartial Culture,3,11,Plurality,Copeland,0.3443
73,Impartial Culture,3,11,Plurality,Plurality,0.0
74,Impartial Culture,3,11,Plurality,Borda,0.34378
75,Impartial Culture,3,11,Plurality,Instant Runoff,0.2988
76,Impartial Culture,3,11,Plurality,Coombs,0.37216
77,Impartial Culture,3,11,Borda,Split Cycle,0.16244
78,Impartial Culture,3,11,Borda,Minimax,0.16244
79,Impartial Culture,3,11,Borda,Copeland,0.17502
80,Impartial Culture,3,11,Borda,Plurality,0.34378
81,Impartial Culture,3,11,Borda,Borda,0.0
82,Impartial Culture,3,11,Borda,Instant Runoff,0.20756
83,Impartial Culture,3,11,Borda,Coombs,0.19072
84,Impartial Culture,3,11,Instant Runoff,Split Cycle,0.10858
85,Impartial Culture,3,11,Instant Runoff,Minimax,0.10858
86,Impartial Culture,3,11,Instant Runoff,Copeland,0.11742
87,Impartial Culture,3,11,Instant Runoff,Plurality,0.2988
88,Impartial Culture,3,11,Instant Runoff,Borda,0.20756
89,Impartial Culture,3,11,Instant Runoff,Instant Runoff,0.0
90,Impartial Culture,3,11,Instant Runoff,Coombs,0.14638
91,Impartial Culture,3,11,Coombs,Split Cycle,0.10286
92,Impartial Culture,3,11,Coombs,Minimax,0.10286
93,Impartial Culture,3,11,Coombs,Copeland,0.11348
94,Impartial Culture,3,11,Coombs,Plurality,0.37216
95,Impartial Culture,3,11,Coombs,Borda,0.19072
96,Impartial Culture,3,11,Coombs,Instant Runoff,0.14638
97,Impartial Culture,3,11,Coombs,Coombs,0.0
98,Impartial Culture,3,1000,Split Cycle,Split Cycle,0.0
99,Impartial Culture,3,1000,Split Cycle,Minimax,0.0
100,Impartial Culture,3,1000,Split Cycle,Copeland,0.07726
101,Impartial Culture,3,1000,Split Cycle,Plurality,0.28638
102,Impartial Culture,3,1000,Split Cycle,Borda,0.13968
103,Impartial Culture,3,1000,Split Cycle,Instant Runoff,0.08956
104,Impartial Culture,3,1000,Split Cycle,Coombs,0.08826
105,Impartial Culture,3,1000,Minimax,Split Cycle,0.0
106,Impartial Culture,3,1000,Minimax,Minimax,0.0
107,Impartial Culture,3,1000,Minimax,Copeland,0.07726
108,Impartial Culture,3,1000,Minimax,Plurality,0.28638
109,Impartial Culture,3,1000,Minimax,Borda,0.13968
110,Impartial Culture,3,1000,Minimax,Instant Runoff,0.08956
111,Impartial Culture,3,1000,Minimax,Coombs,0.08826
112,Impartial Culture,3,1000,Copeland,Split Cycle,0.07726
113,Impartial Culture,3,1000,Copeland,Minimax,0.07726
114,Impartial Culture,3,1000,Copeland,Copeland,0.0
115,Impartial Culture,3,1000,Copeland,Plurality,0.3186
116,Impartial Culture,3,1000,Copeland,Borda,0.18478
117,Impartial Culture,3,1000,Copeland,Instant Runoff,0.12424
118,Impartial Culture,3,1000,Copeland,Coombs,0.12304
119,Impartial Culture,3,1000,Plurality,Split Cycle,0.28638
120,Impartial Culture,3,1000,Plurality,Minimax,0.28638
121,Impartial Culture,3,1000,Plurality,Copeland,0.3186
122,Impartial Culture,3,1000,Plurality,Plurality,0.0
123,Impartial Culture,3,1000,Plurality,Borda,0.25308
124,Impartial Culture,3,1000,Plurality,Instant Runoff,0.25922
125,Impartial Culture,3,1000,Plurality,Coombs,0.33952
126,Impartial Culture,3,1000,Borda,Split Cycle,0.13968
127,Impartial Culture,3,1000,Borda,Minimax,0.13968
128,Impartial Culture,3,1000,Borda,Copeland,0.18478
129,Impartial Culture,3,1000,Borda,Plurality,0.25308
130,Impartial Culture,3,1000,Borda,Borda,0.0
131,Impartial Culture,3,1000,Borda,Instant Runoff,0.1828
132,Impartial Culture,3,1000,Borda,Coombs,0.18374
133,Impartial Culture,3,1000,Instant Runoff,Split Cycle,0.08956
134,Impartial Culture,3,1000,Instant Runoff,Minimax,0.08956
135,Impartial Culture,3,1000,Instant Runoff,Copeland,0.12424
136,Impartial Culture,3,1000,Instant Runoff,Plurality,0.25922
137,Impartial Culture,3,1000,Instant Runoff,Borda,0.1828
138,Impartial Culture,3,1000,Instant Runoff,Instant Runoff,0.0
139,Impartial Culture,3,1000,Instant Runoff,Coombs,0.15112
140,Impartial Culture,3,1000,Coombs,Split Cycle,0.08826
141,Impartial Culture,3,1000,Coombs,Minimax,0.08826
142,Impartial Culture,3,1000,Coombs,Copeland,0.12304
143,Impartial Culture,3,1000,Coombs,Plurality,0.33952
144,Impartial Culture,3,1000,Coombs,Borda,0.18374
145,Impartial Culture,3,1000,Coombs,Instant Runoff,0.15112
146,Impartial Culture,3,1000,Coombs,Coombs,0.0
147,Impartial Culture,3,1001,Split Cycle,Split Cycle,0.0
148,Impartial Culture,3,1001,Split Cycle,Minimax,0.0
149,Impartial Culture,3,1001,Split Cycle,Copeland,0.08818
150,Impartial Culture,3,1001,Split Cycle,Plurality,0.27448
151,Impartial Culture,3,1001,Split Cycle,Borda,0.12748
152,Impartial Culture,3,1001,Split Cycle,Instant Runoff,0.08482
153,Impartial Culture,3,1001,Split Cycle,Coombs,0.08412
154,Impartial Culture,3,1001,Minimax,Split Cycle,0.0
155,Impartial Culture,3,1001,Minimax,Minimax,0.0
156,Impartial Culture,3,1001,Minimax,Copeland,0.08818
157,Impartial Culture,3,1001,Minimax,Plurality,0.27448
158,Impartial Culture,3,1001,Minimax,Borda,0.12748
159,Impartial Culture,3,1001,Minimax,Instant Runoff,0.08482
160,Impartial Culture,3,1001,Minimax,Coombs,0.08412
161,Impartial Culture,3,1001,Copeland,Split Cycle,0.08818
162,Impartial Culture,3,1001,Copeland,Minimax,0.08818
163,Impartial Culture,3,1001,Copeland,Copeland,0.0
164,Impartial Culture,3,1001,Copeland,Plurality,0.3134
165,Impartial Culture,3,1001,Copeland,Borda,0.18208
166,Impartial Culture,3,1001,Copeland,Instant Runoff,0.12504
167,Impartial Culture,3,1001,Copeland,Coombs,0.1242
168,Impartial Culture,3,1001,Plurality,Split Cycle,0.27448
169,Impartial Culture,3,1001,Plurality,Minimax,0.27448
170,Impartial Culture,3,1001,Plurality,Copeland,0.3134
171,Impartial Culture,3,1001,Plurality,Plurality,0.0
172,Impartial Culture,3,1001,Plurality,Borda,0.25572
173,Impartial Culture,3,1001,Plurality,Instant Runoff,0.24524
174,Impartial Culture,3,1001,Plurality,Coombs,0.32894
175,Impartial Culture,3,1001,Borda,Split Cycle,0.12748
176,Impartial Culture,3,1001,Borda,Minimax,0.12748
177,Impartial Culture,3,1001,Borda,Copeland,0.18208
178,Impartial Culture,3,1001,Borda,Plurality,0.25572
179,Impartial Culture,3,1001,Borda,Borda,0.0
180,Impartial Culture,3,1001,Borda,Instant Runoff,0.17116
181,Impartial Culture,3,1001,Borda,Coombs,0.16978
182,Impartial Culture,3,1001,Instant Runoff,Split Cycle,0.08482
183,Impartial Culture,3,1001,Instant Runoff,Minimax,0.08482
184,Impartial Culture,3,1001,Instant Runoff,Copeland,0.12504
185,Impartial Culture,3,1001,Instant Runoff,Plurality,0.24524
186,Impartial Culture,3,1001,Instant Runoff,Borda,0.17116
187,Impartial Culture,3,1001,Instant Runoff,Instant Runoff,0.0
188,Impartial Culture,3,1001,Instant Runoff,Coombs,0.14332
189,Impartial Culture,3,1001,Coombs,Split Cycle,0.08412
190,Impartial Culture,3,1001,Coombs,Minimax,0.08412
191,Impartial Culture,3,1001,Coombs,Copeland,0.1242
192,Impartial Culture,3,1001,Coombs,Plurality,0.32894
193,Impartial Culture,3,1001,Coombs,Borda,0.16978
194,Impartial Culture,3,1001,Coombs,Instant Runoff,0.14332
195,Impartial Culture,3,1001,Coombs,Coombs,0.0
196,Impartial Culture,4,10,Split Cycle,Split Cycle,0.0
197,Impartial Culture,4,10,Split Cycle,Minimax,0.01718
198,Impartial Culture,4,10,Split Cycle,Copeland,0.24312
199,Impartial Culture,4,10,Split Cycle,Plurality,0.51326
200,Impartial Culture,4,10,Split Cycle,Borda,0.37068
201,Impartial Culture,4,10,Split Cycle,Instant Runoff,0.31596
202,Impartial Culture,4,10,Split Cycle,Coombs,0.26522
203,Impartial Culture,4,10,Minimax,Split Cycle,0.01718
204,Impartial Culture,4,10,Minimax,Minimax,0.0
205,Impartial Culture,4,10,Minimax,Copeland,0.23474
206,Impartial Culture,4,10,Minimax,Plurality,0.51216
207,Impartial Culture,4,10,Minimax,Borda,0.3642
208,Impartial Culture,4,10,Minimax,Instant Runoff,0.315
209,Impartial Culture,4,10,Minimax,Coombs,0.26356
210,Impartial Culture,4,10,Copeland,Split Cycle,0.24312
211,Impartial Culture,4,10,Copeland,Minimax,0.23474
212,Impartial Culture,4,10,Copeland,Copeland,0.0
213,Impartial Culture,4,10,Copeland,Plurality,0.46924
214,Impartial Culture,4,10,Copeland,Borda,0.20184
215,Impartial Culture,4,10,Copeland,Instant Runoff,0.32636
216,Impartial Culture,4,10,Copeland,Coombs,0.26726
217,Impartial Culture,4,10,Plurality,Split Cycle,0.51326
218,Impartial Culture,4,10,Plurality,Minimax,0.51216
219,Impartial Culture,4,10,Plurality,Copeland,0.46924
220,Impartial Culture,4,10,Plurality,Plurality,0.0
221,Impartial Culture,4,10,Plurality,Borda,0.47442
222,Impartial Culture,4,10,Plurality,Instant Runoff,0.34826
223,Impartial Culture,4,10,Plurality,Coombs,0.5633
224,Impartial Culture,4,10,Borda,Split Cycle,0.37068
225,Impartial Culture,4,10,Borda,Minimax,0.3642
226,Impartial Culture,4,10,Borda,Copeland,0.20184
227,Impartial Culture,4,10,Borda,Plurality,0.47442
228,Impartial Culture,4,10,Borda,Borda,0.0
229,Impartial Culture,4,10,Borda,Instant Runoff,0.40048
230,Impartial Culture,4,10,Borda,Coombs,0.33986
231,Impartial Culture,4,10,Instant Runoff,Split Cycle,0.31596
232,Impartial Culture,4,10,Instant Runoff,Minimax,0.315
233,Impartial Culture,4,10,Instant Runoff,Copeland,0.32636
234,Impartial Culture,4,10,Instant Runoff,Plurality,0.34826
235,Impartial Culture,4,10,Instant Runoff,Borda,0.40048
236,Impartial Culture,4,10,Instant Runoff,Instant Runoff,0.0
237,Impartial Culture,4,10,Instant Runoff,Coombs,0.42634
238,Impartial Culture,4,10,Coombs,Split Cycle,0.26522
239,Impartial Culture,4,10,Coombs,Minimax,0.26356
240,Impartial Culture,4,10,Coombs,Copeland,0.26726
241,Impartial Culture,4,10,Coombs,Plurality,0.5633
242,Impartial Culture,4,10,Coombs,Borda,0.33986
243,Impartial Culture,4,10,Coombs,Instant Runoff,0.42634
244,Impartial Culture,4,10,Coombs,Coombs,0.0
245,Impartial Culture,4,11,Split Cycle,Split Cycle,0.0
246,Impartial Culture,4,11,Split Cycle,Minimax,0.00824
247,Impartial Culture,4,11,Split Cycle,Copeland,0.11676
248,Impartial Culture,4,11,Split Cycle,Plurality,0.44098
249,Impartial Culture,4,11,Split Cycle,Borda,0.25846
250,Impartial Culture,4,11,Split Cycle,Instant Runoff,0.21548
251,Impartial Culture,4,11,Split Cycle,Coombs,0.2147
252,Impartial Culture,4,11,Minimax,Split Cycle,0.00824
253,Impartial Culture,4,11,Minimax,Minimax,0.0
254,Impartial Culture,4,11,Minimax,Copeland,0.11938
255,Impartial Culture,4,11,Minimax,Plurality,0.44154
256,Impartial Culture,4,11,Minimax,Borda,0.26148
257,Impartial Culture,4,11,Minimax,Instant Runoff,0.2159
258,Impartial Culture,4,11,Minimax,Coombs,0.215
259,Impartial Culture,4,11,Copeland,Split Cycle,0.11676
260,Impartial Culture,4,11,Copeland,Minimax,0.11938
261,Impartial Culture,4,11,Copeland,Copeland,0.0
262,Impartial Culture,4,11,Copeland,Plurality,0.4576
263,Impartial Culture,4,11,Copeland,Borda,0.27574
264,Impartial Culture,4,11,Copeland,Instant Runoff,0.23106
265,Impartial Culture,4,11,Copeland,Coombs,0.23204
266,Impartial Culture,4,11,Plurality,Split Cycle,0.44098
267,Impartial Culture,4,11,Plurality,Minimax,0.44154
268,Impartial Culture,4,11,Plurality,Copeland,0.4576
269,Impartial Culture,4,11,Plurality,Plurality,0.0
270,Impartial Culture,4,11,Plurality,Borda,0.45162
271,Impartial Culture,4,11,Plurality,Instant Runoff,0.36444
272,Impartial Culture,4,11,Plurality,Coombs,0.49388
273,Impartial Culture,4,11,Borda,Split Cycle,0.25846
274,Impartial Culture,4,11,Borda,Minimax,0.26148
275,Impartial Culture,4,11,Borda,Copeland,0.27574
276,Impartial Culture,4,11,Borda,Plurality,0.45162
277,Impartial Culture,4,11,Borda,Borda,0.0
278,Impartial Culture,4,11,Borda,Instant Runoff,0.29552
279,Impartial Culture,4,11,Borda,Coombs,0.26684
280,Impartial Culture,4,11,Instant Runoff,Split Cycle,0.21548
281,Impartial Culture,4,11,Instant Runoff,Minimax,0.2159
282,Impartial Culture,4,11,Instant Runoff,Copeland,0.23106
283,Impartial Culture,4,11,Instant Runoff,Plurality,0.36444
284,Impartial Culture,4,11,Instant Runoff,Borda,0.29552
285,Impartial Culture,4,11,Instant Runoff,Instant Runoff,0.0
286,Impartial Culture,4,11,Instant Runoff,Coombs,0.2693
287,Impartial Culture,4,11,Coombs,Split Cycle,0.2147
288,Impartial Culture,4,11,Coombs,Minimax,0.215
289,Impartial Culture,4,11,Coombs,Copeland,0.23204
290,Impartial Culture,4,11,Coombs,Plurality,0.49388
291,Impartial Culture,4,11,Coombs,Borda,0.26684
292,Impartial Culture,4,11,Coombs,Instant Runoff,0.2693
293,Impartial Culture,4,11,Coombs,Coombs,0.0
294,Impartial Culture,4,1000,Split Cycle,Split Cycle,0.0
295,Impartial Culture,4,1000,Split Cycle,Minimax,0.01598
296,Impartial Culture,4,1000,Split Cycle,Copeland,0.14678
297,Impartial Culture,4,1000,Split Cycle,Plurality,0.42532
298,Impartial Culture,4,1000,Split Cycle,Borda,0.20542
299,Impartial Culture,4,1000,Split Cycle,Instant Runoff,0.17244
300,Impartial Culture,4,1000,Split Cycle,Coombs,0.17152
301,Impartial Culture,4,1000,Minimax,Split Cycle,0.01598
302,Impartial Culture,4,1000,Minimax,Minimax,0.0
303,Impartial Culture,4,1000,Minimax,Copeland,0.1493
304,Impartial Culture,4,1000,Minimax,Plurality,0.4208
305,Impartial Culture,4,1000,Minimax,Borda,0.19898
306,Impartial Culture,4,1000,Minimax,Instant Runoff,0.17154
307,Impartial Culture,4,1000,Minimax,Coombs,0.17036
308,Impartial Culture,4,1000,Copeland,Split Cycle,0.14678
309,Impartial Culture,4,1000,Copeland,Minimax,0.1493
310,Impartial Culture,4,1000,Copeland,Copeland,0.0
311,Impartial Culture,4,1000,Copeland,Plurality,0.4706
312,Impartial Culture,4,1000,Copeland,Borda,0.27202
313,Impartial Culture,4,1000,Copeland,Instant Runoff,0.23194
314,Impartial Culture,4,1000,Copeland,Coombs,0.23136
315,Impartial Culture,4,1000,Plurality,Split Cycle,0.42532
316,Impartial Culture,4,1000,Plurality,Minimax,0.4208
317,Impartial Culture,4,1000,Plurality,Copeland,0.4706
318,Impartial Culture,4,1000,Plurality,Plurality,0.0
319,Impartial Culture,4,1000,Plurality,Borda,0.38484
320,Impartial Culture,4,1000,Plurality,Instant Runoff,0.38646
321,Impartial Culture,4,1000,Plurality,Coombs,0.4892
322,Impartial Culture,4,1000,Borda,Split Cycle,0.20542
323,Impartial Culture,4,1000,Borda,Minimax,0.19898
324,Impartial Culture,4,1000,Borda,Copeland,0.27202
325,Impartial Culture,4,1000,Borda,Plurality,0.38484
326,Impartial Culture,4,1000,Borda,Borda,0.0
327,Impartial Culture,4,1000,Borda,Instant Runoff,0.2612
328,Impartial Culture,4,1000,Borda,Coombs,0.2587
329,Impartial Culture,4,1000,Instant Runoff,Split Cycle,0.17244
330,Impartial Culture,4,1000,Instant Runoff,Minimax,0.17154
331,Impartial Culture,4,1000,Instant Runoff,Copeland,0.23194
332,Impartial Culture,4,1000,Instant Runoff,Plurality,0.38646
333,Impartial Culture,4,1000,Instant Runoff,Borda,0.2612
334,Impartial Culture,4,1000,Instant Runoff,Instant Runoff,0.0
335,Impartial Culture,4,1000,Instant Runoff,Coombs,0.26818
336,Impartial Culture,4,1000,Coombs,Split Cycle,0.17152
337,Impartial Culture,4,1000,Coombs,Minimax,0.17036
338,Impartial Culture,4,1000,Coombs,Copeland,0.23136
339,Impartial Culture,4,1000,Coombs,Plurality,0.4892
340,Impartial Culture,4,1000,Coombs,Borda,0.2587
341,Impartial Culture,4,1000,Coombs,Instant Runoff,0.26818
342,Impartial Culture,4,1000,Coombs,Coombs,0.0
343,Impartial Culture,4,1001,Split Cycle,Split Cycle,0.0
344,Impartial Culture,4,1001,Split Cycle,Minimax,0.01548
345,Impartial Culture,4,1001,Split Cycle,Copeland,0.16228
346,Impartial Culture,4,1001,Split Cycle,Plurality,0.41708
347,Impartial Culture,4,1001,Split Cycle,Borda,0.19434
348,Impartial Culture,4,1001,Split Cycle,Instant Runoff,0.16608
349,Impartial Culture,4,1001,Split Cycle,Coombs,0.16596
350,Impartial Culture,4,1001,Minimax,Split Cycle,0.01548
351,Impartial Culture,4,1001,Minimax,Minimax,0.0
352,Impartial Culture,4,1001,Minimax,Copeland,0.16942
353,Impartial Culture,4,1001,Minimax,Plurality,0.41356
